;id;distance;up;down;min;max
1009;5490;9.79 km;444 m;509 m;1'907 m;2'239 m
1010;5491;1.76 km;557 m;0 m;738 m;1'295 m
1011;5492;9.58 km;1'923 m;187 m;327 m;2'085 m
1012;550;5.19 km;847 m;2 m;2'009 m;2'853 m
1013;5508;0.34 km;63 m;2 m;2'775 m;2'838 m
1014;551;3.45 km;267 m;5 m;2'190 m;2'456 m
1015;5516;4.31 km;1'151 m;0 m;1'676 m;2'827 m
1016;552;1.55 km;193 m;2 m;2'265 m;2'455 m
1017;554;3.09 km;52 m;209 m;2'654 m;2'816 m
1018;5547;5.13 km;79 m;970 m;955 m;1'912 m
1019;5548;10.36 km;803 m;1'041 m;1'843 m;2'426 m
1020;5549;5.76 km;546 m;701 m;1'749 m;2'395 m
1021;555;2.88 km;515 m;3 m;2'190 m;2'705 m
1022;5553;5.89 km;240 m;238 m;2'129 m;2'268 m
1023;5555;7.36 km;682 m;70 m;1'352 m;1'967 m
1024;557;3.63 km;972 m;4 m;1'407 m;2'374 m
1025;5573;13.66 km;584 m;693 m;1'508 m;1'948 m
1026;5576;3.01 km;13 m;285 m;2'298 m;2'571 m
1027;558;3.36 km;493 m;44 m;1'650 m;2'100 m
1028;5582;7.09 km;279 m;553 m;1'976 m;2'422 m
1029;559;2.07 km;404 m;3 m;2'587 m;2'988 m
1030;5592;7.13 km;485 m;699 m;1'370 m;2'032 m
1031;5600;1.42 km;217 m;13 m;2'189 m;2'402 m
1032;5602;1.02 km;150 m;11 m;774 m;916 m
1033;5606;3.08 km;268 m;25 m;474 m;719 m
1034;5607;2.41 km;545 m;1 m;485 m;1'031 m
1035;5608;1.77 km;134 m;43 m;2'310 m;2'407 m
1036;561;4.49 km;543 m;81 m;2'566 m;3'028 m
1037;5610;3.63 km;610 m;17 m;2'199 m;2'807 m
1038;5611;1.93 km;368 m;8 m;2'313 m;2'674 m
1039;5612;7.30 km;661 m;168 m;2'302 m;2'797 m
1040;5613;6.70 km;726 m;27 m;1'280 m;2'003 m
1041;5614;2.34 km;568 m;5 m;609 m;1'172 m
1042;5615;4.05 km;386 m;711 m;1'601 m;1'927 m
1043;5616;2.09 km;356 m;53 m;1'735 m;2'038 m
1044;5617;6.62 km;285 m;1'052 m;623 m;1'557 m
1045;5620;5.36 km;771 m;252 m;1'394 m;2'072 m
1046;5622;1.70 km;196 m;113 m;3'081 m;3'277 m
1047;563;1.67 km;327 m;0 m;2'399 m;2'726 m
1048;564;2.08 km;5 m;420 m;2'727 m;3'142 m
1049;5640;2.37 km;696 m;4 m;305 m;997 m
1050;5645;6.86 km;1'436 m;47 m;327 m;1'716 m
1051;565;4.06 km;338 m;10 m;1'223 m;1'554 m
1052;566;2.05 km;357 m;11 m;1'582 m;1'933 m
1053;5667;7.53 km;1'026 m;42 m;1'455 m;2'439 m
1054;5669;12.38 km;1'002 m;1'124 m;1'770 m;2'403 m
1055;567;3.71 km;377 m;20 m;1'514 m;1'874 m
1056;5674;6.53 km;512 m;511 m;1'727 m;2'180 m
1057;568;1.67 km;333 m;0 m;2'001 m;2'334 m
1058;569;5.39 km;861 m;12 m;1'998 m;2'847 m
1059;5745;4.65 km;291 m;127 m;2'140 m;2'364 m
1060;5747;2.84 km;738 m;4 m;583 m;1'317 m
1061;5748;3.62 km;788 m;54 m;581 m;1'317 m
1062;5755;5.24 km;492 m;20 m;1'670 m;2'142 m
1063;5769;6.80 km;496 m;653 m;1'638 m;2'003 m
1064;5770;6.31 km;150 m;562 m;908 m;1'343 m
1065;5774;5.34 km;472 m;138 m;2'329 m;2'674 m
1066;5792;2.85 km;348 m;62 m;779 m;1'124 m
1067;5831;1.66 km;183 m;20 m;1'894 m;2'063 m
1068;5832;1.66 km;177 m;18 m;1'898 m;2'063 m
1069;5863;8.35 km;1'074 m;624 m;2'200 m;2'948 m
1070;5888;2.52 km;547 m;4 m;1'563 m;2'106 m
1071;591;4.45 km;810 m;4 m;1'672 m;2'480 m
1072;5949;4.65 km;580 m;334 m;2'294 m;2'785 m
1073;5950;7.82 km;742 m;47 m;1'826 m;2'542 m
1074;5952;10.06 km;1'150 m;387 m;1'859 m;2'738 m
1075;5953;1.98 km;442 m;30 m;2'491 m;2'903 m
1076;5959;2.26 km;518 m;2 m;2'082 m;2'600 m
1077;5974;4.54 km;691 m;7 m;1'987 m;2'671 m
1078;6;8.94 km;1'197 m;3 m;563 m;1'758 m
1079;6006;2.74 km;412 m;84 m;599 m;939 m
1080;603;na;na;na;na;na
1081;6045;0.42 km;150 m;3 m;473 m;621 m
1082;605;na;na;na;na;na
1083;607;4.27 km;467 m;316 m;2'177 m;2'596 m
1084;611;6.15 km;857 m;34 m;1'967 m;2'804 m
1085;6112;3.94 km;406 m;14 m;1'218 m;1'610 m
1086;612;3.26 km;707 m;43 m;2'204 m;2'868 m
1087;6132;1.65 km;110 m;11 m;519 m;618 m
1088;614;2.52 km;386 m;0 m;959 m;1'345 m
1089;615;6.43 km;708 m;244 m;1'487 m;1'956 m
1090;616;8.57 km;865 m;129 m;1'026 m;1'803 m
1091;6178;1.19 km;169 m;6 m;2'139 m;2'302 m
1092;6186;1.80 km;331 m;261 m;1'922 m;2'127 m
1093;6188;1.43 km;94 m;5 m;2'428 m;2'517 m
1094;619;4.02 km;620 m;232 m;2'144 m;2'532 m
1095;6193;3.21 km;570 m;9 m;437 m;999 m
1096;620;3.59 km;542 m;230 m;2'144 m;2'456 m
1097;6211;2.99 km;550 m;68 m;2'440 m;2'986 m
1098;6217;4.17 km;672 m;33 m;922 m;1'569 m
1099;6234;0.87 km;90 m;0 m;646 m;735 m
1100;6235;2.27 km;197 m;16 m;519 m;701 m
1101;6236;4.06 km;755 m;76 m;2'478 m;3'222 m
1102;6237;4.92 km;15 m;1'519 m;1'045 m;2'561 m
1103;6246;5.25 km;682 m;8 m;472 m;1'150 m
1104;6247;1.10 km;194 m;2 m;1'564 m;1'757 m
1105;6249;6.97 km;1'140 m;96 m;925 m;1'992 m
1106;6250;7.37 km;595 m;596 m;1'521 m;2'040 m
1107;6251;3.21 km;822 m;4 m;1'729 m;2'548 m
1108;6252;2.31 km;218 m;24 m;1'038 m;1'233 m
1109;6253;6.96 km;981 m;54 m;1'039 m;1'967 m
1110;6254;4.22 km;28 m;317 m;1'593 m;1'881 m
1111;6255;7.82 km;1'219 m;97 m;924 m;2'062 m
1112;6256;3.37 km;795 m;12 m;1'143 m;1'926 m
1113;6257;4.57 km;131 m;423 m;1'689 m;2'078 m
1114;6258;2.12 km;163 m;87 m;2'078 m;2'240 m
1115;6259;5.82 km;1'056 m;386 m;1'993 m;3'033 m
1116;6261;5.64 km;360 m;335 m;1'934 m;2'065 m
1117;6262;4.54 km;580 m;77 m;1'940 m;2'454 m
1118;6263;1.74 km;485 m;25 m;2'679 m;3'148 m
1119;6264;0.63 km;34 m;146 m;2'544 m;2'689 m
1120;6265;1.67 km;219 m;56 m;2'738 m;2'952 m
1121;6266;6.13 km;1'302 m;0 m;1'331 m;2'632 m
1122;6267;4.30 km;731 m;8 m;2'128 m;2'852 m
1123;6268;1.60 km;270 m;2 m;2'342 m;2'610 m
1124;6269;4.39 km;665 m;55 m;1'882 m;2'500 m
1125;6270;5.53 km;995 m;72 m;2'047 m;2'971 m
1126;6275;1.40 km;322 m;4 m;200 m;519 m
1127;6289;1.56 km;329 m;10 m;456 m;782 m
1128;6290;2.53 km;710 m;1 m;462 m;1'171 m
1129;6291;1.11 km;174 m;0 m;516 m;691 m
1130;6293;2.04 km;588 m;5 m;2'175 m;2'759 m
1131;6294;4.23 km;685 m;73 m;1'410 m;2'022 m
1132;6318;4.18 km;250 m;10 m;1'527 m;1'773 m
1133;6354;0.99 km;8 m;341 m;577 m;915 m
1134;6355;0.73 km;50 m;25 m;542 m;586 m
1135;6389;11.71 km;923 m;460 m;1'655 m;2'290 m
1136;6395;9.63 km;300 m;926 m;1'640 m;2'409 m
1137;6398;5.38 km;816 m;61 m;1'911 m;2'666 m
1138;6442;9.22 km;797 m;1'058 m;1'232 m;2'037 m
1139;6446;4.50 km;432 m;148 m;2'149 m;2'446 m
1140;6447;4.73 km;419 m;76 m;1'522 m;1'875 m
1141;6451;4.01 km;348 m;17 m;529 m;859 m
1142;6452;3.47 km;195 m;92 m;1'016 m;1'119 m
1143;6454;4.27 km;488 m;15 m;832 m;1'307 m
1144;6455;6.32 km;552 m;82 m;998 m;1'487 m
1145;6458;4.57 km;404 m;102 m;2'317 m;2'625 m
1146;6459;5.88 km;1'111 m;182 m;523 m;1'582 m
1147;6463;7.28 km;1'382 m;35 m;979 m;2'342 m
1148;6466;3.80 km;608 m;14 m;1'155 m;1'751 m
1149;6467;1.82 km;82 m;265 m;1'690 m;1'935 m
1150;6470;8.98 km;1'640 m;66 m;980 m;2'554 m
1151;6471;1.80 km;787 m;1 m;1'839 m;2'626 m
1152;6472;4.96 km;533 m;24 m;1'566 m;2'076 m
1153;6475;3.51 km;741 m;19 m;1'169 m;1'896 m
1154;6482;3.08 km;507 m;2 m;1'110 m;1'615 m
1155;6490;7.43 km;1'010 m;549 m;1'915 m;2'798 m
1156;6510;1.07 km;9 m;344 m;2'697 m;3'038 m
1157;6535;2.68 km;610 m;24 m;1'579 m;2'175 m
1158;6539;8.10 km;626 m;28 m;1'443 m;2'040 m
1159;6540;4.89 km;21 m;901 m;2'035 m;2'921 m
1160;6547;15.66 km;998 m;841 m;2'254 m;2'983 m
1161;6548;13.23 km;728 m;1'326 m;1'453 m;2'553 m
1162;6549;7.43 km;849 m;223 m;1'952 m;2'583 m
1163;6551;7.29 km;604 m;477 m;1'939 m;2'454 m
1164;6553;10.66 km;833 m;807 m;1'386 m;1'942 m
1165;6564;7.41 km;438 m;602 m;1'927 m;2'509 m
1166;6565;19.01 km;1'126 m;1'455 m;1'042 m;2'211 m
1167;6572;5.29 km;756 m;2 m;1'359 m;2'113 m
1168;6599;17.02 km;473 m;618 m;1'157 m;1'488 m
1169;6631;1.24 km;188 m;5 m;1'403 m;1'588 m
1170;6640;0.75 km;328 m;0 m;2'935 m;3'262 m
1171;6645;3.74 km;336 m;77 m;1'947 m;2'207 m
1172;6649;5.52 km;709 m;20 m;1'672 m;2'361 m
1173;6651;13.03 km;1'315 m;918 m;1'986 m;2'753 m
1174;6659;3.22 km;740 m;46 m;491 m;1'186 m
1175;6667;7.48 km;1'409 m;25 m;1'046 m;2'430 m
1176;6668;2.08 km;607 m;54 m;2'074 m;2'638 m
1177;6686;4.94 km;1'250 m;37 m;1'490 m;2'703 m
1178;6690;6.04 km;929 m;7 m;1'280 m;2'205 m
1179;6699;5.91 km;1'000 m;176 m;1'046 m;1'871 m
1180;6710;4.61 km;722 m;2 m;1'305 m;2'025 m
1181;6711;4.63 km;522 m;6 m;1'310 m;1'829 m
1182;6725;7.03 km;1'054 m;25 m;1'068 m;2'113 m
1183;6731;2.99 km;506 m;9 m;1'976 m;2'472 m
1184;6733;0.76 km;241 m;39 m;1'952 m;2'193 m
1185;6734;4.17 km;777 m;2 m;979 m;1'754 m
1186;6738;4.59 km;621 m;24 m;1'840 m;2'437 m
1187;6742;6.35 km;808 m;241 m;1'607 m;2'181 m
1188;6743;2.43 km;697 m;59 m;2'107 m;2'744 m
1189;6744;4.58 km;992 m;117 m;2'000 m;2'876 m
1190;6745;4.19 km;628 m;64 m;1'967 m;2'535 m
1191;6748;2.76 km;146 m;186 m;1'293 m;1'391 m
1192;6749;2.47 km;463 m;0 m;1'389 m;1'851 m
1193;6750;2.84 km;376 m;4 m;1'236 m;1'609 m
1194;6751;2.39 km;399 m;10 m;2'087 m;2'475 m
1195;6752;2.18 km;62 m;104 m;2'055 m;2'112 m
1196;6753;5.14 km;614 m;340 m;1'998 m;2'316 m
1197;6754;4.62 km;430 m;31 m;987 m;1'390 m
1198;6755;5.95 km;767 m;163 m;1'105 m;1'859 m
1199;6756;2.89 km;556 m;171 m;1'236 m;1'732 m
1200;6757;2.26 km;237 m;78 m;1'950 m;2'140 m
1201;6758;3.19 km;657 m;1 m;983 m;1'640 m
1202;6761;4.72 km;913 m;2 m;1'387 m;2'298 m
1203;6764;1.46 km;70 m;82 m;2'472 m;2'500 m
1204;6765;5.65 km;920 m;135 m;1'691 m;2'475 m
1205;6766;2.84 km;308 m;19 m;1'095 m;1'400 m
1206;6773;4.57 km;273 m;124 m;2'144 m;2'342 m
1207;6788;2.51 km;696 m;9 m;1'982 m;2'669 m
1208;6790;7.07 km;1'628 m;19 m;1'230 m;2'840 m
1209;6792;3.48 km;1'108 m;2 m;1'516 m;2'623 m
1210;6793;5.08 km;547 m;151 m;2'096 m;2'624 m
1211;6796;0.17 km;0 m;133 m;2'715 m;2'848 m
1212;6797;5.62 km;893 m;17 m;731 m;1'619 m
1213;6800;3.25 km;499 m;6 m;1'463 m;1'956 m
1214;6802;2.77 km;329 m;2 m;566 m;893 m
1215;6805;0.61 km;1 m;12 m;852 m;863 m
1216;6808;10.85 km;1'101 m;82 m;1'325 m;2'366 m
1217;6810;5.26 km;1'522 m;33 m;596 m;2'089 m
1218;6811;2.13 km;159 m;89 m;2'231 m;2'340 m
1219;6812;3.12 km;503 m;4 m;1'155 m;1'654 m
1220;6813;5.32 km;1'172 m;17 m;1'086 m;2'242 m
1221;6814;2.61 km;535 m;20 m;2'438 m;2'953 m
1222;6815;2.21 km;434 m;55 m;2'194 m;2'573 m
1223;6816;4.82 km;941 m;9 m;1'311 m;2'243 m
1224;6817;5.10 km;844 m;33 m;1'978 m;2'789 m
1225;6818;7.98 km;1'380 m;37 m;1'654 m;2'997 m
1226;6819;6.04 km;1'086 m;15 m;425 m;1'495 m
1227;6821;7.69 km;1'219 m;160 m;2'250 m;3'309 m
1228;6822;2.24 km;713 m;34 m;2'003 m;2'682 m
1229;6823;3.87 km;837 m;41 m;1'866 m;2'678 m
1230;6825;8.01 km;1'574 m;22 m;1'478 m;3'030 m
1231;6829;2.28 km;416 m;1 m;1'793 m;2'208 m
1232;6830;1.60 km;30 m;123 m;2'460 m;2'570 m
1233;6831;4.59 km;651 m;40 m;1'421 m;2'032 m
1234;6833;4.56 km;1'199 m;28 m;939 m;2'110 m
1235;6834;1.95 km;1 m;299 m;1'421 m;1'719 m
1236;6835;4.56 km;1'281 m;20 m;1'727 m;2'987 m
1237;6836;8.59 km;1'546 m;50 m;1'341 m;2'837 m
1238;6837;4.12 km;597 m;196 m;1'738 m;2'155 m
1239;6838;3.06 km;335 m;281 m;1'915 m;2'225 m
1240;6839;3.05 km;541 m;117 m;1'087 m;1'597 m
1241;6840;4.75 km;659 m;61 m;1'917 m;2'515 m
1242;6841;2.74 km;195 m;81 m;2'203 m;2'379 m
1243;6842;1.31 km;274 m;43 m;2'136 m;2'397 m
1244;6843;3.81 km;858 m;0 m;1'044 m;1'902 m
1245;6846;1.09 km;145 m;0 m;1'650 m;1'795 m
1246;6847;5.75 km;267 m;167 m;1'840 m;1'988 m
1247;6848;3.37 km;974 m;54 m;2'279 m;3'198 m
1248;6851;7.87 km;1'258 m;139 m;608 m;1'729 m
1249;6860;1.61 km;149 m;56 m;2'203 m;2'342 m
1250;6862;5.41 km;1'417 m;12 m;1'661 m;3'076 m
1251;6863;7.94 km;1'984 m;69 m;1'420 m;3'357 m
1252;6893;4.83 km;227 m;864 m;1'525 m;2'322 m
1253;6900;6.69 km;983 m;1 m;2'009 m;2'991 m
1254;6901;4.91 km;77 m;466 m;983 m;1'389 m
1255;6902;2.38 km;328 m;16 m;1'853 m;2'167 m
1256;6903;4.18 km;148 m;414 m;2'211 m;2'577 m
1257;6922;7.08 km;1'546 m;81 m;607 m;2'079 m
1258;6923;1.18 km;490 m;28 m;2'584 m;3'048 m
1259;6924;5.38 km;949 m;17 m;1'046 m;1'978 m
1260;6927;4.34 km;1'401 m;13 m;1'722 m;3'110 m
1261;6928;1.78 km;467 m;1 m;1'726 m;2'192 m
1262;6934;6.80 km;1'180 m;10 m;1'600 m;2'771 m
1263;6935;5.50 km;1'506 m;4 m;937 m;2'439 m
1264;6937;4.27 km;866 m;25 m;1'901 m;2'744 m
1265;6938;1.58 km;8 m;329 m;2'113 m;2'440 m
1266;6941;2.92 km;620 m;3 m;2'108 m;2'727 m
1267;6947;6.97 km;1'159 m;20 m;1'155 m;2'294 m
1268;696;na;na;na;na;na
1269;6962;8.77 km;719 m;111 m;1'309 m;1'932 m
1270;6964;1.41 km;292 m;4 m;661 m;950 m
1271;7;11.09 km;812 m;249 m;1'195 m;1'906 m
1272;7011;8.32 km;469 m;1'049 m;2'154 m;3'109 m
1273;7014;3.12 km;645 m;14 m;449 m;1'087 m
1274;7048;3.76 km;755 m;11 m;1'384 m;2'129 m
1275;7087;11.11 km;1'241 m;77 m;1'733 m;2'901 m
1276;7112;0.50 km;127 m;0 m;2'385 m;2'512 m
1277;7113;8.59 km;1'159 m;45 m;1'395 m;2'509 m
1278;7122;2.28 km;656 m;18 m;1'684 m;2'322 m
1279;7129;2.83 km;367 m;128 m;1'279 m;1'554 m
1280;7130;4.78 km;520 m;6 m;1'727 m;2'242 m
1281;7131;7.08 km;1'184 m;184 m;1'947 m;2'996 m
1282;7153;7.78 km;1'166 m;256 m;1'042 m;2'022 m
1283;7154;1.38 km;479 m;0 m;1'190 m;1'669 m
1284;7155;1.72 km;152 m;12 m;546 m;686 m
1285;7156;10.74 km;1'749 m;348 m;1'631 m;3'032 m
1286;7157;3.04 km;805 m;9 m;1'945 m;2'741 m
1287;7167;11.23 km;1'093 m;1'672 m;2'154 m;3'109 m
1288;7168;3.59 km;1'056 m;0 m;887 m;1'943 m
1289;7174;7.40 km;1'366 m;18 m;1'106 m;2'461 m
1290;7176;3.71 km;892 m;3 m;1'720 m;2'609 m
1291;7209;na;na;na;na;na
1292;7224;7.51 km;934 m;148 m;1'685 m;2'559 m
1293;7277;4.38 km;113 m;210 m;3'654 m;3'824 m
1294;7302;5.83 km;704 m;86 m;1'592 m;2'238 m
1295;7307;7.11 km;1'044 m;23 m;1'617 m;2'651 m
1296;7308;1.18 km;216 m;4 m;1'995 m;2'209 m
1297;7309;6.65 km;803 m;212 m;989 m;1'656 m
1298;745;na;na;na;na;na
1299;764;4.39 km;610 m;14 m;1'155 m;1'753 m
1300;765;4.13 km;264 m;105 m;1'523 m;1'772 m
1301;766;5.41 km;841 m;14 m;1'058 m;1'899 m
1302;767;2.94 km;325 m;5 m;890 m;1'212 m
1303;771;6.64 km;454 m;76 m;934 m;1'321 m
1304;772;14.51 km;951 m;844 m;1'659 m;2'042 m
1305;773;8.35 km;705 m;502 m;1'654 m;2'038 m
1306;774;3.22 km;278 m;172 m;1'596 m;1'792 m
1307;775;6.76 km;740 m;15 m;1'171 m;1'896 m
1308;7751;3.65 km;776 m;99 m;1'998 m;2'715 m
1309;7752;1.54 km;389 m;2 m;1'602 m;1'988 m
1310;7753;10.84 km;983 m;359 m;1'841 m;2'628 m
1311;776;0.32 km;8 m;45 m;1'888 m;1'933 m
1312;777;5.67 km;859 m;94 m;1'525 m;2'290 m
1313;779;9.14 km;1'126 m;336 m;1'482 m;2'297 m
1314;8;8.40 km;1'523 m;10 m;562 m;2'077 m
1315;807;6.30 km;886 m;118 m;1'018 m;1'785 m
1316;821;5.60 km;1'097 m;10 m;922 m;2'013 m
1317;825;1.39 km;209 m;91 m;2'210 m;2'406 m
1318;840;3.08 km;348 m;2 m;1'110 m;1'457 m
1319;866;3.81 km;358 m;19 m;2'425 m;2'768 m
1320;8888;14.96 km;1'391 m;429 m;1'841 m;2'804 m
1321;896;5.08 km;423 m;403 m;2'341 m;2'611 m
1322;899;1.18 km;266 m;39 m;2'338 m;2'597 m
1323;9;10.93 km;1'488 m;33 m;561 m;2'024 m
1324;900;4.59 km;520 m;151 m;1'902 m;2'280 m
1325;901;2.41 km;597 m;0 m;1'410 m;2'007 m
1326;902;1.53 km;201 m;42 m;1'129 m;1'330 m
1327;906;2.21 km;51 m;252 m;2'003 m;2'245 m
1328;914;3.48 km;1'084 m;5 m;991 m;2'071 m
1329;921;3.62 km;658 m;218 m;2'091 m;2'720 m
1330;925;6.01 km;1'120 m;18 m;1'400 m;2'503 m
1331;927;4.63 km;564 m;10 m;1'840 m;2'394 m
1332;928;5.87 km;947 m;40 m;1'519 m;2'456 m
1333;929;2.66 km;713 m;5 m;1'460 m;2'169 m
1334;930;9.45 km;586 m;586 m;1'997 m;2'510 m
1335;931;4.08 km;1'136 m;25 m;1'476 m;2'587 m
1336;935;8.36 km;1'015 m;94 m;1'337 m;2'280 m
1337;936;3.56 km;545 m;18 m;1'891 m;2'419 m
1338;937;6.87 km;765 m;104 m;2'198 m;2'859 m
1339;99;4.72 km;823 m;44 m;823 m;1'604 m
